X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
0.219850477,-0.884715313,-0.170882557,0.732441001,2.73749343,17.72985864,0.44349243,9.60906918,0.55650757,7.513466206,0.056410066,0.368710358,0.586104995,0.152992897,0.133196678,1.383923909,0.096719468,2.095602973,1.004922835,0.071489042,0.161195631,0.077005559,0.096245666,0
0.134630529,1.699106969,-0.36609748,0.637117373,1.755711976,39.39963889,0.17478755,0.20851843,0.82521245,0.15020007,0.008334154,0.101057456,0.005052566,0.082469461,0.018771793,0.011380367,0.048884519,0.05831836,0.029636155,0.029508284,0.168823719,0.039837155,1.649489252,0
0.228138139,0.74455898,-0.091096179,0.432997274,0.763659951,7.746747,0.160649797,0.260906688,0.839350203,0.107208404,0.084253687,0.510235452,0.050124428,0.165127074,0.032116276,0.019106701,0.094637659,0.153698284,0.056302088,0.020097468,0.12510111,0.298122988,1.680890745,0
0.073390668,-0.615553272,0.200201767,0.537546652,1.162380281,24.25577938,0.46107883,3.439501383,0.53892117,2.384439098,0.04594,0.444104971,0.141239549,0.103444012,0.132796691,0.408274813,0.141435292,1.055062285,0.434833631,0.031338588,0.067967961,0.076695274,0.325263002,0
0.144696553,-0.438910779,0.056108131,0.442607018,0.794066364,46.394636,0.723250076,2.111157757,0.276749924,1.540617418,0.133398988,0.297708476,0.174153478,0.44808596,0.389839442,0.508938602,0.195458318,0.570540339,0.255172443,0.106932868,0.147850476,0.048698315,0.76598521,0
0.17297429,7.038334732,-0.27401422,0.812475501,4.332636557,26.87285529,0.389603567,0.168434752,0.610396433,0.112892924,0.004377517,0.022271545,0.000756726,0.196551997,0.128975545,0.022295552,0.128472861,0.055541829,0.022208655,0.077422125,0.198720267,0.0458011,5.784810482,0
0.089736971,8.94033401,0.101411919,0.695074689,2.279491615,7.388043182,0.673233317,0.155474372,0.326766683,0.142277478,0.021143685,0.064354583,0.004454807,0.328549785,0.497185409,0.10475303,0.057145037,0.013196894,0.012040007,0.060396298,0.089710797,0.194732797,4.746262804,0
0.168581776,8.009135648,0.183836894,0.592775792,1.45564969,6.965611538,0.621238255,0.338444447,0.378761745,0.288216657,0.099851339,0.179886101,0.015021306,0.555080904,0.437320595,0.065789068,0.092196591,0.05022779,0.013869751,0.083411823,0.134267043,0.2421867,6.647314048,0
-0.186969333,-0.740182604,-0.434894082,1.269979767,-4.703981273,8.030264143,0.207153305,7.610978824,0.792846695,5.38248078,-0.188500796,-8.849802817,-1.586875629,0.0213,0.042054165,0.354028898,0.060654582,2.228498044,0.5106147,0.020214828,0.097583901,0.098055818,0.118787378,1
0.166281406,9.287532837,-0.19762058,0.602035697,1.512788189,5.612819167,0.558457069,0.058119298,0.441542931,0.037194794,0.058098738,0.321377279,0.003390119,0.180780477,0.234315777,0.013672559,0.201059502,0.020924504,0.011732022,0.094815581,0.169781324,0.295935255,17.1376683,1
0.130191395,0.40261176,0.375983779,0.627194324,1.682362595,4.4366052,0.60180996,0.562010218,0.39819004,0.42383837,0.041600095,0.150808958,0.020087947,0.275846316,0.297902279,0.143851715,0.147956731,0.138171848,0.071445675,0.123905368,0.205887865,0.359374367,2.070898353,0
0.155063268,0.198779731,-0.424386417,0.62201158,1.645583694,6.158412348,0.454269156,0.522282209,0.545730844,0.268617053,0.006670969,0.092559882,0.008409546,0.072071927,0.100522016,0.126719897,0.220632168,0.253665156,0.278132956,0.09426158,0.207501606,0.261055451,0.793261507,1
0.692464619,0.629711919,-0.196406975,0.739271216,2.835403147,10.47827111,0.366737791,0.388650245,0.633262209,0.242553429,0.023151699,0.306438655,0.028467359,0.075550844,0.087115983,0.107117927,0.137859744,0.146096816,0.169512523,0.076207186,0.207797472,0.129094153,0.81327174,0
0.129905924,-0.797863721,0.227111699,0.703479423,2.372447236,14.30602899,0.401842099,3.941459092,0.598157901,2.546006712,0.051724714,0.335591157,0.227554166,0.154130147,0.181014628,0.796343359,0.142270032,1.39545238,0.625893039,0.044493105,0.110722856,0.099364099,0.227307261,0
