X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
0.495654412,-0.164147514,0.244932935,0.486155775,0.94611509,9.360191351,0.618585933,2.088252177,0.381414067,1.854187338,0.074717865,0.270829228,0.076996932,0.27588553,0.475663901,0.490172743,0.069335121,0.23406484,0.071450002,0.066652657,0.107750036,0.219755536,0.970400553,0
0.22248036,2.204923368,0.182434284,0.761900645,3.199927387,11.31888077,0.440978728,0.546755931,0.559021272,0.261179882,0.015550532,0.099590933,0.007770701,0.156144051,0.10617798,0.05305782,0.230327566,0.285576049,0.115096168,0.077973687,0.176819612,0.115957321,2.001174937,0
0.136507227,-0.893425672,-0.611041413,0.226184317,0.292297406,2.505184894,0.684247333,11.67332316,0.315752667,4.055587826,0.102327697,0.757290962,1.059377046,0.135123357,0.008249168,0.085401898,0.446523669,7.617735336,4.622765283,0.20374572,0.297766187,1.764809069,0.09659233,0
0.065624939,-0.933425538,-0.144592589,0.409861808,0.694518357,22.75140874,0.417163382,28.24840529,0.582836618,14.65852228,-0.001198528,-0.025216833,-0.028773932,0.047528897,0.142904732,3.430816874,0.20069103,13.58988301,4.818134189,0.063080222,0.151212271,0.107239371,0.041653267,0
0.01250455,13.39050812,-0.007214743,0.506008772,1.024327443,6.4316638,0.464247121,0.03333283,0.535752879,0.022007237,0.113706503,0.453567705,0.007308241,0.250693561,0.269443624,0.017317909,0.157738593,0.011325593,0.010138308,0.023171329,0.049911627,0.30726891,15.5586699,0
0.13808817,0.987778471,0.220036715,0.679787692,2.122928058,9.07264963,0.673635176,1.72824801,0.326364824,1.60536325,0.041593591,0.110006446,0.037296292,0.378101395,0.50992368,0.457240217,0.047897927,0.122884761,0.042949287,0.063932812,0.094907175,0.162140894,1.115220536,0
0.281362016,-0.89387302,0.17274906,0.568923036,1.319771369,7.373010279,0.67006505,27.93522924,0.32993495,22.05829043,0.032905112,0.102700181,0.469145764,0.320399746,0.364705698,5.199804054,0.140966493,5.87693881,2.009834629,0.114470248,0.170834529,0.23839747,0.070138354,0
0.060155399,3.824805435,0.190979371,1.379619492,-3.634216686,3.5608543,0.56320948,0.457299793,0.43679052,0.400974539,-0.048689973,-0.145757729,-0.02226738,0.334047282,0.467199486,0.213664289,0.069370067,0.056325254,0.031725005,0.024371118,0.043271853,0.203557203,2.186605388,0
0.129206088,10.05103042,0.084916869,0.659545972,1.937254132,9.266613333,0.510371732,0.058072591,0.489628268,0.037856737,0.085996988,0.287166556,0.005591061,0.299467281,0.179091049,0.011643536,0.1776673,0.020215854,0.011550972,0.136951418,0.268336605,0.163619057,15.38115615,0
0.248028944,0.52580073,0.000686413,0.818246102,4.501945259,9.448232402,0.369050319,0.638123481,0.630949681,0.504135404,-0.001841969,-0.010694372,-0.001242702,0.172237236,0.097664983,0.065890603,0.077490241,0.133988077,0.052279523,0.164926418,0.446894121,0.129349718,1.482229303,0
-0.186969333,-0.740182604,-0.434894082,1.269979767,-4.703981273,8.030264143,0.207153305,7.610978824,0.792846695,5.38248078,-0.188500796,-8.849802817,-1.586875629,0.0213,0.042054165,0.354028898,0.060654582,2.228498044,0.5106147,0.020214828,0.097583901,0.098055818,0.118787378,1
0.166281406,9.287532837,-0.19762058,0.602035697,1.512788189,5.612819167,0.558457069,0.058119298,0.441542931,0.037194794,0.058098738,0.321377279,0.003390119,0.180780477,0.234315777,0.013672559,0.201059502,0.020924504,0.011732022,0.094815581,0.169781324,0.295935255,17.1376683,1
0.029128931,28.99211761,-0.096097129,0.616177425,1.60537046,6.535264583,0.350082039,0.024325597,0.649917961,0.020113132,0.134045517,0.594561477,0.003799867,0.225452744,0.175313866,0.004969726,0.060623725,0.004212465,0.001718536,0.082311893,0.235121726,0.24833106,35.27636792,0
0.155063268,0.198779731,-0.424386417,0.62201158,1.645583694,6.158412348,0.454269156,0.522282209,0.545730844,0.268617053,0.006670969,0.092559882,0.008409546,0.072071927,0.100522016,0.126719897,0.220632168,0.253665156,0.278132956,0.09426158,0.207501606,0.261055451,0.793261507,1
0.102689863,1.156045261,-0.154775026,0.723815461,2.620767484,8.092276833,0.650263654,0.771600084,0.349736346,0.519191281,0.013681136,0.089778098,0.008382202,0.152388349,0.311437509,0.190812512,0.212716761,0.252408803,0.130327973,0.07463258,0.1147728,0.170726687,1.632165034,0
0.192323453,0.021066736,-0.077227741,0.648732756,1.846835331,30.89160978,0.717093601,5.855640089,0.282906399,4.138161741,0.010063398,0.374042016,0.033636745,0.02690446,0.079282016,0.264998843,0.210325893,1.717478348,0.703010866,0.105125934,0.146600017,0.049899206,0.299178723,1
0.226703476,-0.58613055,0.334255809,0.437075336,0.776436643,41.49465689,0.611709006,2.405660755,0.388290994,1.977364197,0.097101134,0.560430795,0.293379263,0.173261595,0.114248905,0.345189168,0.10890682,0.428296558,0.329048707,0.155484961,0.254181252,0.055138065,0.330974768,1
0.096388504,-0.659101033,0.322259847,1.302054729,-4.31065832,5.40437123,0.416252685,6.3119676,0.583747315,5.041599105,-0.025747828,-0.539539858,-0.161445376,0.047721827,0.201869116,1.265770291,0.083776459,1.270368495,0.525299539,0.029162068,0.070058571,0.14211031,0.159483215,1
0.116290326,8.919759761,-0.017939712,0.806923876,0.141125305,12.64527143,7.27364379,2.464434165,0.653317841,0.083990937,0.012132824,0.063620811,0.001280039,0.190705278,0.158505777,0.016722694,0.098787463,0.033470872,0.010422286,0.02259512,0.003106438,0.098002979,9.478483092,0
0.463999774,26.65033981,0.267299873,0.586161373,-0.062913889,4.576185657,18.52866712,2.016087228,0.303710549,0.054692036,0.151730081,0.349131821,0.005166746,0.434592528,0.337567796,0.011494932,0.193647243,0.021070578,0.006594118,0.144392074,0.007792901,0.372802803,29.36666369,0
0.127799762,1.243783739,0.267020103,0.405938471,0.512052347,8.333897938,0.60094126,0.78651038,0.437178772,0.560574282,0.084585954,0.722808225,0.051170635,0.117024061,0.047669259,0.028837722,0.134508743,0.176044698,0.08137164,0.303507134,0.505052914,0.295591275,1.653017472,0
-0.080079195,0.460066473,0.41538209,0.934103672,3.392474022,11.588195,0.774958266,0.881195993,0.431397987,0.363662996,0.009913364,0.061166893,0.007554994,0.162070754,0.142868497,0.108880357,0.248782533,0.282887712,0.189597648,0.133499695,0.172266948,0.092382376,1.312160436,0
0.0424807,-0.627786062,-0.375574774,0.712126919,3.765052142,20.0589346,0.259768497,1.802884814,0.468291222,3.180493302,0.020902067,0.126306865,0.059273642,0.165486391,0.176904969,0.501663387,0.073447685,0.509752785,0.208281398,0.112632268,0.433587095,0.070005915,0.352636795,0
0.325449,-0.78178893,0.184729659,0.736518277,24.89171253,11.30220212,0.044259285,1.55856488,0.319394999,16.12897164,0.010827461,0.10490353,0.151665306,0.103213505,0.252677153,3.539366954,0.222583165,7.838136236,3.117826402,0.101370294,2.290373535,0.120130532,0.071390493,1
0.130766784,0.202279627,0.145449136,0.708578857,1.336493916,19.17495768,0.540288852,1.623528178,0.415839526,1.419736098,0.056439256,0.372147117,0.047061477,0.151658452,0.135224192,0.112755743,0.111690949,0.33562307,0.093132713,0.299567765,0.554458535,0.073599929,1.199266563,0
0.132829774,-0.996608395,0.080629471,0.790846382,2000.99469,16.91233466,0.001308796,1.406935506,0.629115726,335.7304552,0.001833414,0.012836757,0.720010668,0.142825304,0.246259162,96.70988263,0.058572506,62.96456277,23.00235284,0.041256498,31.5224934,0.074766027,0.00254637,0
1.168244564,0.888316049,1.141081245,0.775182818,3.448058592,52.451885,0.906753494,2.371848268,0.093246506,1.68823123,-0.073132262,-1.364202152,-0.047559155,0.053608083,0.502397578,0.326717696,0.261345612,0.683617038,0.1699575,0.037420295,0.041268432,0.024594317,1.537711562,0
0.003661105,-0.000484962,0.064387646,0.404292851,0.678677184,7.802051241,0.519415304,3.422424673,0.480584696,2.750407292,0.005982994,0.0392003,0.012854147,0.152626231,0.294847088,0.63346342,0.101990882,0.67201738,0.219122032,0.083807624,0.161349933,0.317026189,0.46545243,1
-0.061232781,-0.262968958,0.205152431,0.236085687,0.309047341,21.30709141,0.544172066,3.026231169,0.455827934,2.356696698,-0.06440113,-0.426969289,-0.10807006,0.150833167,0.121703459,0.204227784,0.120394621,0.669534471,0.202031454,0.151812762,0.278979338,0.198795327,0.595920186,1
0.326872888,-0.143481206,0.280412679,0.773177962,3.408742675,7.7853085,0.909471779,1.322010428,0.090528221,0.881301944,-0.023592063,-0.616921957,-0.064659593,0.038241567,0.016230657,0.04448393,0.303183637,0.440708484,0.83094602,0.036005633,0.039589609,0.166128715,0.364865622,1
0.129609668,0.475126911,0.285497408,0.874513622,6.968992428,6.89803638,0.638360491,0.907680248,0.361639509,0.68828859,-0.042022124,-0.70259227,-0.045063406,0.059810115,0.306234679,0.328397906,0.154295488,0.219391659,0.165462368,0.027615805,0.043260517,0.165770765,0.932511058,1
0.402717109,-0.119193274,39.4826196,1.168158329,-6.946776517,7.524567333,0.70454979,0.732213111,0.29545021,0.556383914,-0.069153699,0.415273382,-0.154791705,-0.166525721,0.040034816,0.089612811,0.169186295,0.175829196,0.378701868,0.014544757,0.020644044,0.113767118,0.446753262,1
0.079207828,0.00962661,0.373147886,0.578946553,1.374995403,4.529698615,0.77702227,1.585668607,0.22297773,0.764994571,-0.038794289,-0.665443471,-0.180467792,0.058298399,0.096446956,0.448663184,0.402153388,0.820674037,1.87078398,0.023645333,0.030430702,0.381322314,0.214965166,1
0.193850377,-0.239116025,-0.065794651,0.944980679,17.17543339,21.64937979,0.819018953,1.19076837,0.180981047,0.949764459,-0.054545347,-1.390352453,-0.141971987,0.039231309,0.130040279,0.338472072,0.165764204,0.241003911,0.431455192,0.017674934,0.021580617,0.048880047,0.384197958,1
0.096163754,-0.319740142,-0.101792039,1.430794595,-3.321291892,2.954038319,0.72547842,2.340863817,0.27452158,0.54559236,0.002025413,0.011105849,0.00323585,0.182373527,0.056454888,0.090193748,0.556388924,1.795271457,0.888900938,0.00085094,0.001172937,0.236595557,0.625929055,1
0.383679544,0.067403879,-0.313054957,0.745581906,2.930538057,10.99635514,0.429833283,1.225578531,0.570166717,0.650288946,0.022545107,0.130768054,0.024452544,0.172405308,0.100935055,0.109474705,0.201764803,0.575289585,0.218835194,0.078633562,0.182939677,0.121970803,0.921994309,1
0.000911226,0.053654583,1.142218569,0.519562773,1.081437372,3.089031953,0.511873219,1.287074421,0.488126781,0.531154443,0.027053594,0.390155905,0.06604418,0.06934047,0.10588353,0.258486579,0.300631561,0.755919978,0.733912285,0.001655159,0.003233532,0.62307392,0.409628735,1
-0.131216589,-0.325147815,-0.207136721,1.303064184,-4.29963108,4.45215249,0.405235473,0.317488752,0.594764527,0.224838699,-0.160385112,-3.22382068,-0.327870403,0.04975001,0.033335747,0.068147253,0.118256435,0.092650053,0.241748032,0.027783406,0.06856114,0.172370984,0.489172277,1
-0.218071718,-0.418514352,-0.60399612,0.955913536,21.68269911,39.57301186,0.215318076,0.8072124,0.784681924,0.498850552,0.023504441,5.557802524,0.084868779,0.004229089,0.003104715,0.011210366,0.082253295,0.308361848,0.2969965,0.002494042,0.01158306,0.026435181,0.276950385,1
0.239589338,0.145514927,0.366291103,0.582866243,1.397312572,6.907207736,0.752744338,1.813258709,0.247255662,1.470150516,0.016234315,0.230984793,0.032362835,0.070283047,0.12283909,0.244877671,0.142435687,0.343108193,0.283943158,0.361919027,0.480799402,0.248386838,0.501634509,1
-0.050967234,0.577234125,-0.511660434,1.213706897,-5.67930616,14.14751363,0.242664786,0.333639299,0.757335214,0.132013376,-0.130492012,-2.368449352,-0.118677354,0.055095969,0.039390198,0.035823836,0.146647927,0.201625923,0.133370523,0.025236405,0.103996982,0.058237947,1.099552757,1
0.098579636,4.886432569,-0.32549344,0.116397872,3.914733674,29.60217217,0.082451793,0.104402789,0.411941127,0.476350303,0.033585413,0.063738692,0.016209369,0.526923466,0.046061609,0.022230771,0.211862634,0.268266451,0.102251524,0.04518504,0.548017677,0.290222702,2.071975326,0
0.208673911,-0.757706586,-0.945113059,0.28742348,1.175014112,30.62260833,0.235725566,0.379860698,0.397961092,0.782726586,0.012697717,0.060634962,0.013216442,0.209412472,0.032676366,0.034011256,0.116311723,0.187430888,0.121063271,0.052032635,0.220733949,0.113614975,0.960751529,0
0.144416051,6.55239717,16.02391625,3.464291827,10.00613269,7.628071818,0.633652382,1.022527159,0.435199413,0.655469311,0.024955092,0.084717143,0.016165004,0.29456956,0.155242258,0.10056031,0.158611191,0.255951457,0.102742583,0.059331879,0.093634744,0.03784171,1.543772663,1
0.117372621,0.398582958,1.898454676,1.086060506,1.55568796,6.03907186,0.701333899,4.238482163,0.802200045,0.757275222,0.10325628,0.625038025,0.118182255,0.165199997,0.34953523,0.400061494,0.072495007,0.438120552,0.082974357,0.034521476,0.049222597,0.152466974,0.873703756,1
0.25406778,4.466034796,-0.440849751,0.056846384,0.216487316,18.14680683,0.092341872,0.23259208,0.31270048,1.022892996,0.038310165,0.110158762,0.034584967,0.347772292,0.038060555,0.034359628,0.281198616,0.708287257,0.253855464,0.081067824,0.877909695,0.969386441,1.107711497,1
0.097534691,2.55610842,1.54588478,0.214096591,0.399487148,50.9197225,0.223833653,0.668812756,0.303907833,1.380547092,0.05184768,0.132065476,0.040149128,0.39259072,0.147255113,0.114029486,0.234060162,0.699369464,0.181248444,0.098674683,0.440839356,0.091728485,1.291377501,1
0.013170015,3.821735592,-0.367651151,0.10588938,0.225354317,7.9858528,0.082871258,0.219509174,0.460232943,1.0378161,0.027472766,0.293445153,0.017847913,0.093621469,0.04657508,0.030257891,0.147960537,0.391917488,0.096123801,0.228176307,2.753382932,1.182568468,1.539270554,0
0.174655812,-0.054684082,-0.864086013,0.041236467,0.169170602,13.8338024,0.030512118,0.050950568,0.373521553,0.62225241,0.009783458,0.070464389,0.009838826,0.138842586,0.016211462,0.016303209,0.253838066,0.423870724,0.255274634,0.064863258,2.125819581,1.752980094,0.994372462,0
1.586834875,-0.725403149,-0.861248702,0.322418329,1.236034448,8.516543333,0.338177852,0.779188763,0.541850156,0.690942761,0.038083526,0.274170847,0.050356184,0.13890436,0.109686911,0.145034214,0.158271881,0.364671046,0.209275998,0.155212111,0.458965925,0.364180692,0.756283007,0
0.517740122,-0.598101199,-0.742726321,0.196326673,0.876115159,10.21140411,0.194486139,0.491201362,0.460142052,1.009295671,0.034321017,0.15631894,0.03508193,0.219557639,0.089040851,0.091014928,0.140237684,0.354189466,0.143346819,0.067525919,0.347201704,0.498810089,0.978310405,1
-0.009155471,1.558329963,0.718831632,0.216527635,16.44098268,7.367203082,0.152443065,0.303407255,0.712746916,0.222412725,-0.133080471,3.321036379,-0.35456857,-0.04007197,0.054706355,0.145755076,0.175504677,0.349306755,0.467600104,0.04263882,0.279703247,0.626879439,0.375330705,1
-0.085763095,13.79971038,-0.996029157,0.015637088,0.080930624,5.988052842,0.007211653,0.010180487,0.505019815,0.582914331,0.004204786,0.031020103,0.004833597,0.135550367,0.000129096,0.000148402,0.082055341,0.115835205,0.094326412,0.06448827,8.94223106,10.67968612,0.869908432,1
0.229700811,-0.6284239,0.803145638,7.943967518,34.5567968,5.556965882,5.229564335,9.023981208,0.411148932,0.266910032,0.017132392,0.049811216,0.02752802,0.343946474,1.31937096,2.119941558,0.434171758,0.749193917,0.697619382,0.010680077,0.00204225,0.022652952,0.622361949,0
0.328064261,-0.794056052,-0.986219879,0.278363506,0.51434153,5.550467846,0.163913251,0.607272708,0.414184739,1.914857018,0.071246163,0.159432632,0.107762606,0.446873155,0.042140453,0.063739082,0.068962724,0.255496002,0.104308816,0.112435706,0.685946407,0.647229212,0.661139944,0
0.92705962,4.534855993,30.54137197,0.672325566,3.977757299,13.7946638,0.407343995,0.678251471,0.211409126,1.237217522,0.005484061,0.046522423,0.022288405,0.11787996,0.114432861,0.465079772,0.045543273,0.075832201,0.18509766,0.031448182,0.077203008,0.107822464,0.246049964,1
-0.09930285,2.519267998,-0.936713753,0.011025389,0.018702704,3.288438909,0.034452905,0.090919809,0.333192016,1.432635383,0.183731999,0.662131546,0.097539406,0.277485645,0.008698698,0.004617953,0.12392903,0.327043649,0.065791283,0.041925917,1.216905154,27.58139961,1.883669449,0
0.121593134,-0.101964096,16.03916414,31.61911772,93.48425847,6.218373667,11.07963459,23.35833998,0.469180875,0.625906598,0.008748,0.050434252,0.006313911,0.173453552,3.751890915,2.70794545,0.233930887,0.493178465,0.168840751,0.098567198,0.00889625,0.005085966,1.385512,0
1.229388598,-0.691595527,-0.679506228,0.477019316,1.196068188,76.53016444,0.154224853,0.314781219,0.499829871,0.590255947,0.050346887,0.314372045,0.046814677,0.16015065,0.051272826,0.047675654,0.210978364,0.430618189,0.196176655,0.071035549,0.460597287,0.027392482,1.075450917,0
0.034830887,-0.981732036,-0.83929387,3.18227986,12.69752948,9.428813333,4.14290864,6.495829204,0.290608916,0.566229706,0.019928041,0.091016881,0.012977777,0.218948844,2.415997206,1.573374636,0.348261216,0.546052442,0.22679884,0.078024842,0.018833348,0.033327642,1.535551133,0
0.18641633,-0.78437199,-0.709363714,1.25505924,7.950007055,22.95862714,0.667990477,0.992477445,0.345582759,0.617320488,0.049121404,0.164867173,0.037078293,0.297945329,0.464888113,0.350911336,0.238927489,0.354990307,0.180349555,0.214551281,0.321189131,0.034704825,1.324802211,0
-0.048767278,3.46962894,13.10528454,1.224495885,2.55438874,3.854945072,0.78680234,3.509558495,0.39341783,2.062306518,0.023522343,0.16487224,0.018934391,0.142670127,0.429924986,0.346069598,0.14423695,0.643373801,0.116104029,0.228007626,0.289790223,0.211848052,1.242307872,1
0.013526707,19.72683889,8.476133467,0.044253818,-0.135675267,26.82346134,0.087830402,0.331526009,0.574502175,1.163293867,-0.021077953,-0.279345142,-0.027836984,0.075454874,0.043384568,0.057296624,0.117309131,0.442796879,0.154926451,0.06502323,0.740327131,0.842431177,0.757192396,1
0.201874468,54.68340751,138.5716784,1.70517944,3.649953972,17.6178763,0.485003381,2.195098252,0.439268335,1.483528047,0.025376694,0.228474231,0.030043796,0.111070267,0.226809706,0.26852294,0.232948561,1.054312196,0.27579081,0.014314803,0.029514853,0.03328713,0.84465672,1
2.389460733,-0.997021799,-0.998043854,0.274178693,2.632135157,139.2593625,0.410239383,1.090488462,0.270653436,0.259771868,0.024396923,0.248374667,0.046776082,0.098226295,0.022183966,0.042533192,0.009965533,0.02649014,0.019106859,0.035782109,0.087222512,0.026190386,0.521568343,0
-0.977918637,20.87085057,23.31505384,53.94613242,3.348646224,0.319311036,0.702834115,1.483879262,50.32483611,18.23467467,0.906095691,0.084947427,0.025577906,10.66654665,4.007452273,0.113125177,11.09434104,23.42325485,0.313178851,1.496994903,2.129940579,0.058053146,35.42493691,1
4.351027309,1.882257856,0.468455659,0.123085724,1.007271976,23.47828514,0.614826396,1.993906799,0.116814494,0.311893652,0.024936021,0.503873615,0.061216177,0.049488641,0.033344295,0.081857899,0.032295112,0.104734352,0.07928223,0.035079241,0.057055523,0.346039714,0.407343641,1
-0.466879174,-0.38871951,-0.307885353,1.313388493,1.664844222,5.990973,0.305312176,1.12370811,1.085385129,2.821877548,0.100563131,0.293051737,0.065201706,0.343158282,0.168898107,0.109507775,0.250193249,0.920841701,0.162216774,0.539883922,1.768301317,0.12708943,1.542338949,0
24.19116344,4.148637647,1.222131511,0.022180641,0.714823846,126.2818253,0.139083384,2.027646357,0.030625361,0.27171831,0.001433098,0.671184884,0.062078293,0.002135176,0.003052961,0.132246756,0.003946687,0.057537318,0.17096078,0.014353658,0.103201819,0.35701385,0.023085334,1
38.00039531,2.407635631,5.763563471,0.045234771,3.307464204,125.2660563,0.205415364,0.855389708,0.044517138,0.034213728,-0.004505824,-1.646264747,-0.238989747,0.002736998,0.003488632,0.185037696,0.006178036,0.025726551,0.3276842,0.001789857,0.008713357,0.176479474,0.018853629,1
-0.896994431,5.067562372,0.123150736,6.931732771,2.641589023,0.8183956,0.469896466,0.919565087,4.714607703,7.167687632,0.54167911,0.412574929,0.039242263,1.312922992,0.890269449,0.064496095,1.178523687,2.306314936,0.085378843,2.239072155,4.765032978,0.176276696,13.80346278,0
-0.615693644,-0.004588739,0.854193783,1.969007138,1.910739459,2.774043778,0.808370644,1.775254993,0.745887692,3.067839703,0.393729106,0.618331531,0.116957608,0.636760519,0.615445226,0.182818594,0.856659156,1.881300928,0.254471423,0.057273469,0.070850506,0.183079366,3.366425764,0
-0.308888769,-0.266951101,-0.317276124,1.136251691,2.450184466,6.855738435,0.523755932,2.003730817,0.633316987,2.387337846,0.07642468,0.295500928,0.048340178,0.258627548,0.34591167,0.218796229,0.342648874,1.310870324,0.216732443,0.221722991,0.423332658,0.128372269,1.580976382,0
1.46892359,-0.518042986,-0.925482702,0.394023855,6.502071196,19.07357867,0.558112255,1.191085853,0.18286058,0.3385743,0.016493601,0.161149542,0.034820073,0.102349662,0.053171791,0.112252358,0.113115794,0.241404164,0.238801712,0.08269995,0.148177986,0.13305932,0.473680835,0
0.413418292,2.122537367,1.749051825,0.164177523,0.303424175,8.620883986,0.383734023,1.753680608,0.28121443,1.166176043,0.072863473,0.513051215,0.100081424,0.142019882,0.074452243,0.102263675,0.168867224,0.771730308,0.231947113,0.160166733,0.417389972,0.706536334,0.728041928,0
1.085022633,0.720726603,0.885344305,0.300182247,1.632441855,16.77892029,0.563071341,1.38338513,0.250402431,0.334841366,0.022657843,0.262444139,0.055389294,0.086333965,0.036095912,0.088239956,0.097376664,0.239240429,0.238046695,0.083357696,0.148041092,0.198541356,0.40906539,1
13.9466882,-0.494685021,-0.556069257,0.060113675,7.63466492,350.2421047,0.582186371,1.356262958,0.030443392,0.055540061,0.001253691,0.066958014,0.017101312,0.018723536,0.006650966,0.090724317,0.013703062,0.031922691,0.18692037,0.008818807,0.015147739,0.047496146,0.073309626,0
-0.832136471,-0.359726888,-0.717973414,4.784259246,3.489402532,2.760595366,0.44284553,0.967688009,2.28988047,8.143530487,0.492882456,1.022140704,0.046026428,0.482206074,1.347543182,0.125836493,0.138716807,0.303118316,0.012953675,2.182992693,4.929467606,0.075715107,10.70868355,0
1.114165894,-0.985212037,-0.97962599,0.3709679,2.355481536,12.87424,0.409594011,0.735199286,0.311664436,0.175795109,0.016428878,0.192003781,0.040452325,0.085565386,0.078571907,0.193465216,0.118855865,0.213339904,0.29265518,0.007227593,0.017645749,0.209383313,0.406129373,0
-0.984925365,-0.258889998,-0.152290747,88.05447377,4.787499559,0.098913512,0.652915721,0.881380963,51.79956517,54.04599456,4.179196499,0.298613605,0.04464207,13.99533188,15.14234523,0.161750145,14.61090959,19.72349133,0.156073363,21.79284577,33.37773171,0.114813499,93.61565188,0
-0.997733597,0.823970884,0.51972524,350.6867551,2.548353219,0.025394724,0.618787826,0.830495568,179.6547486,291.3524817,11.11727479,0.156185917,0.019176341,71.17975151,149.6665328,0.258161868,91.56341946,122.8902878,0.157939006,36.81424872,59.49413867,0.112288982,579.7391149,0
-0.998352226,24.74928229,1.959291338,591.1217347,5.983207959,0.021949804,0.310895745,2.542588055,148.0758801,3556.039612,-8.265461174,-0.086640289,-0.015098305,95.39974139,17.52932485,0.032020367,107.0267949,875.2935833,0.195503095,24.03909944,77.32206005,0.077071252,547.4429707,1
-0.952863491,37.55364942,2.099222687,24.44084239,8.164602029,0.643938366,0.947853015,0.969074223,23.4460485,2.879994288,0.638372862,0.092453831,0.016259602,6.904774561,1.36216265,0.034694805,1.171379969,1.197605658,0.029835497,0.551358283,0.581691754,0.063538876,39.26128531,0
-0.016207666,1.902054878,-0.358589956,1.032524315,-31.7462283,23.779299,0.729431946,17.83521745,0.270568054,11.81191129,-0.080202824,-2.202242634,-0.157337757,0.036418705,0.055726008,0.109320403,0.002327924,0.056919676,0.004566801,0.028792186,0.039472066,0.040728711,0.50974938,0
0.000991653,-0.84608265,-0.93738296,0.396347981,0.656583542,6.238627028,0.584167316,2.335545813,0.415832684,1.172288403,0.01537348,0.104904242,0.013227023,0.146547745,0.111791601,0.096183173,0.290954241,1.163257411,0.250330989,0.127625011,0.218473385,0.404421585,1.162278157,1
