X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
0.325135214,6.288191768,0.418949611,0.679496236,2.120088167,22.300462,0.420078562,0.154305772,0.579921438,0.122312177,0.122143478,0.445957827,0.011645156,0.2738902,0.134135427,0.012788468,0.087098644,0.031993595,0.008303983,0.157131005,0.374051473,0.065993184,10.48877965,0
0.105969086,-0.735092542,0.027455503,0.868205977,6.587597506,76.25228338,0.320168523,3.299603553,0.679831477,2.367216138,0.010226847,0.024352443,0.03214648,0.419951601,0.112592345,0.35391626,0.090471809,0.932387415,0.284383847,0.064402077,0.201150557,0.015105127,0.318132727,0
0.293232332,-0.868972111,0.158337334,0.866095219,6.467993242,39.85604329,0.400998824,6.383107188,0.599001176,4.224125123,0.039494893,0.083646929,0.211628355,0.472161903,0.162519863,0.870841988,0.135631322,2.158982066,0.726763169,0.049003959,0.122204744,0.028969445,0.186623825,0
0.16950446,14.07445294,0.058474361,0.691913528,2.245841965,12.85394615,0.62664306,0.04540361,0.37335694,0.035135013,0.041526128,0.151926274,0.002085501,0.273330788,0.21696839,0.010896461,0.141723194,0.010268596,0.00711754,0.071527032,0.11414318,0.112437635,19.91182259,0
0.508966504,-0.553330255,0.391616497,0.776444619,3.473164518,22.149393,0.775005076,5.102851979,0.224994924,3.442122922,0.104389181,0.210346642,0.302297462,0.496272155,0.363362072,1.052249196,0.252226295,1.660729057,0.730414472,0.106489179,0.137404492,0.05814705,0.34531941,0
0.408377729,-0.978019126,0.792963965,0.707708084,2.421237279,14.93052911,0.78826769,61.74075316,0.21173231,42.33134038,0.046565489,0.133222297,2.452638731,0.349532252,0.270318612,14.237881,0.247807359,19.40941278,13.05219668,0.191556416,0.243009347,0.094639109,0.018985874,0
0.175053355,2.492545094,0.136100925,0.415299238,0.710276546,6.0230125,0.593523175,1.271312811,0.406476825,1.079118722,0.056308976,0.318087005,0.032944339,0.177023818,0.4648011,0.271938262,0.089727441,0.192194088,0.052496271,0.018846853,0.0317542,0.399783717,1.70921553,0
0.048656883,1.884993672,-0.017196007,0.76044016,3.174322381,8.450829302,0.416496846,0.981083051,0.583503154,0.9098762,0.017716479,0.092517055,0.009418668,0.1914942,0.213309494,0.113402395,0.030229275,0.071206851,0.016070884,0.117300049,0.281634903,0.155609327,1.880996371,0
0.287424947,-0.982425818,0.125517865,0.641418814,1.788768733,24.61389008,0.363591983,85.2882361,0.636408017,59.65559635,0.004667164,0.061398438,0.417675151,0.076014376,0.160701238,14.38152053,0.109274417,25.63263975,9.779216994,0.067863526,0.186647476,0.063339999,0.011174148,0
0.011775608,19.00949996,-0.015690589,0.703669314,2.374608321,7.074795165,0.671808357,0.127789257,0.328191643,0.10206019,0.026262164,0.058867957,0.00164235,0.446119849,0.49518146,0.030967033,0.135261777,0.025729067,0.00845883,0.009759861,0.014527745,0.200871128,15.99060055,0
0.10967425,1.830895313,0.034017103,0.363227693,0.570420052,19.44465667,0.645902608,0.789611837,0.354097392,0.644621621,0.051373839,0.16589723,0.020871877,0.309672677,0.394984432,0.160472071,0.11860202,0.144990216,0.048184967,0.103300701,0.159932318,0.141586149,2.461390507,0
0.625780409,0.72079053,0.161972352,0.481288309,0.927853212,18.56899465,0.449403141,0.786835566,0.550596859,0.653737823,0.025793939,0.142469515,0.030526379,0.181048832,0.28767342,0.340453146,0.076019115,0.133097743,0.089966418,0.062393251,0.138835814,0.111893871,0.84497213,0
